source,source_type,relation,sub_relation,target,target_type,source_table
医源性气管及主支气管损伤,疾病,传染性,,无,,
医源性气管及主支气管损伤,疾病,症状,,呼吸困难,,
医源性气管及主支气管损伤,疾病,症状,,肺炎,疾病,
医源性气管及主支气管损伤,疾病,病因,,治疗过程中所引起的气管的器质性损伤,,
医源性气管及主支气管损伤,疾病,就诊科室,,呼吸内科,,
医用氧,西药,英文名称,,Oxygen,,
医用氧,西药,英文名称,,Oxygen（Liquidness）,,
医用氧,西药,不良反应,,不适,,
医用氧,西药,不良反应,,不适感,,
医用氧,西药,不良反应,,乏力,,
医用氧,西药,分类,,其它药物,,
医用氧,西药,分类,,作用于呼吸系统的其它药物,,
医用氧,西药,不良反应,,咳嗽,,
医用氧,西药,不良反应,,全身不适,,
医用氧,西药,不良反应,,头痛,,
医用氧,西药,不良反应,,呼吸困难,,
医用氧,西药,不良反应,,呕吐,,
医用氧,西药,不良反应,,头晕,,
医用氧,西药,不良反应,,心动过速,,
医用氧,西药,成份,,氧气,,
医用氧,西药,通用名,,氧,西药,
医用氧,西药,不良反应,,嗜睡,,
医用氧,西药,成份,,氧,西药,
医用氧,西药,不良反应,,恶心,,
医用氧,西药,不良反应,,昏迷,疾病,
医用氧,西药,不良反应,,抽搐,,
医用氧,西药,OTC类型,,甲类OTC,,
医用氧,西药,通用名,,氧（液态）,西药,
医用氧,西药,不良反应,,烧灼感,,
医用氧,西药,不良反应,,皮疹,疾病,
医用氧,西药,不良反应,,眩晕,疾病,
医用氧,西药,适应症,,缺氧,,
医用氧,西药,不良反应,,胸闷,,
医用氧,西药,不良反应,,苍白,,
医用氧,西药,不良反应,,轻咳，进而胸闷,,
医用氧,西药,不良反应,,肺水肿,疾病,
医用氧,西药,不良反应,,过敏,,
医用氧,西药,不良反应,,过敏反应,,
医用氧,西药,不良反应,,镇静,,
医用氧,西药,不良反应,,面色苍白,,
医用氧,西药,不良反应,,食欲下降,,
医院内感染,疾病,同义词,,医院获得性感染,,
医院内感染,疾病,同义词,,医院感染,,
医院内感染,疾病,病因,,支原体,,
医院内感染,疾病,症状,,肺炎,疾病,
十五味龙胆花九,中成药,适应症,,咳嗽,,
十五味龙胆花九,中成药,适应症,,支气管炎,疾病,
十五味龙胆花九,中成药,适应症,,气喘,,
十味止咳片,中成药,药品类型,,OTC甲类,,
十味止咳片,中成药,用法用量,,口服，一次5片，一日3次,,
十味止咳片,中成药,规格,,每片重0.33克,,
十味止咳片,中成药,成份,,桔梗,中草药,
十味止咳片,中成药,适应症,,咳嗽,,
十味止咳片,中成药,禁忌,,孕妇禁用,,
十味止咳片,中成药,成份,,紫苏子,,
十味止咳片,中成药,功能主治,,适用于脾虚湿痰咳嗽,,
十味止咳片,中成药,成份,,苦杏仁,,
十味止咳片,中成药,功能主治,,祛痰止咳,,
十味止咳片,中成药,OTC类型,,甲类OTC,,
十味溪黄草颗粒,西药,英文名称,,Shiwei xihuangcao Keli,,
十味玉泉胶囊,中成药,英文名称,,Shiwei Yuquan Jiaonang,,
十味玉泉胶囊,中成药,用法用量,,一次4粒，一日4次,,
十味玉泉胶囊,中成药,禁忌,,尚不明确,,
十味蒂达胶囊,中成药,用法用量,,口服，一次2粒，一日3次,,
十味蒂达胶囊,中成药,禁忌,,尚不明确,,
十味玉泉胶囊,中成药,性状,,胶囊剂，内容物为棕色粉末,,
十味蒂达胶囊,中成药,性状,,胶囊剂，内容物为棕黄色至褐色的颗粒,,
十味龙胆花胶囊,中成药,禁忌,,三岁以下婴幼儿、孕妇及哺乳期妇女禁用,,
十味龙胆花胶囊,中成药,用法用量,,口服，一次3粒，一日3次,,
十味龙胆花胶囊,中成药,功能主治,,喘鸣,,
十味龙胆花胶囊,中成药,功能主治,,止咳平喘,,
十味龙胆花胶囊,中成药,功能主治,,用于痰热壅肺所致的咳嗽,,
十味龙胆花胶囊,中成药,用法用量,,疗程7至14天,,
十味龙胆花颗粒,中成药,禁忌,,3岁以下婴幼儿、孕妇及哺乳期妇女禁用,,
十味龙胆花胶囊,中成药,功能主治,,清热化痰,,
十味龙胆花颗粒,中成药,适应症,,咳嗽,,
十味龙胆花颗粒,中成药,适应症,,支气管炎,疾病,
十味龙胆花颗粒,中成药,功能主治,,喘鸣,,
十味龙胆花颗粒,中成药,适应症,,喘鸣,,
十味龙胆花颗粒,中成药,成份,,川贝母,中草药,
十味龙胆花颗粒,中成药,功能主治,,止咳平喘,,
十味龙胆花颗粒,中成药,分类,,清化热痰,,
十味龙胆花颗粒,中成药,功能主治,,用于痰热壅肺所致的咳嗽,,
十味龙胆花颗粒,中成药,功能主治,,痰黄,,
十味龙胆花颗粒,中成药,注意事项,,肺脓疡、肺心病、肺结核患者应在医师指导下服用,,
十味龙胆花颗粒,中成药,功能主治,,清热化痰,,
十四味羚牛角丸,中成药,适应症,,气喘,,
十灰散,中成药,功能主治,,咯血,疾病,
千里光片,中成药,适应症,,呼吸道感染,,
千金止咳丸,中成药,用法用量,,口服，一次3g，一日2次,,
千金止咳丸,中成药,成份,,桑白皮,,
千金止咳丸,中成药,功能主治,,宜肺化痰,,
千金止咳丸,中成药,功能主治,,止咳平喘,,
千金止咳丸,中成药,成份,,浙贝母,中草药,
千金止咳丸,中成药,成份,,桔梗,中草药,
千金止咳丸,中成药,功能主治,,用于外感风寒咳嗽,,
千金止咳丸,中成药,成份,,紫苏子（炒）,,
千金止咳丸,中成药,禁忌,,肺痨病及体虚者忌服,,
千金止咳丸,中成药,成份,,麻黄,中草药,
千金止咳丸,中成药,功能主治,,痰热内蕴,,
千金止咳丸,中成药,成份,,苦杏仁（炒）,,
千金止咳丸,中成药,成份,,紫菀,,
千金止咳丸,中成药,成份,,黄芩（酒蒸）,,
升达,西药,不良反应,,喉头水肿,,
半夏止咳糖浆,中成药,适应症,,咳嗽,,
半夏止咳糖浆,中成药,英文名称,,Banxia Zhike Tangjiang,,
半夏止咳糖浆,中成药,分类,,中成药,,
半夏止咳糖浆,中成药,成份,,款冬花,中草药,
半夏止咳糖浆,中成药,成份,,半夏,中草药,
半夏止咳糖浆,中成药,成份,,姜半夏,,
半夏止咳糖浆,中成药,成份,,苦杏仁,,
半夏止咳糖浆,中成药,成份,,紫菀,,
半夏止咳糖浆,中成药,OTC类型,,甲类OTC,,
半夏止咳糖浆,中成药,成份,,甘草,中草药,
半夏止咳糖浆,中成药,成份,,陈皮,中草药,
半夏止咳糖浆,中成药,成份,,瓜蒌皮,,
半夏止咳糖浆,中成药,成份,,麻黄,中草药,
半夏止咳糖浆,中成药,成份,,薄荷,中草药,
半夏止咳糖浆,中成药,成份,,薄荷油,,
半夏糖浆,西药,适应症,,咳嗽,,
半夏糖浆,西药,成份,,枇杷叶,,
半夏糖浆,西药,适应症,,支气管炎,疾病,
半夏糖浆,西药,成份,,薄荷油,,
半夏露糖浆,中成药,适应症,,咳嗽,,
半夏露糖浆,中成药,英文名称,,Banxialu Tangjiang,,
半夏露糖浆,中成药,成份,,批把叶,,
半夏露糖浆,中成药,成份,,桔梗,中草药,
半夏露糖浆,中成药,成份,,款冬花,中草药,
半夏露糖浆,中成药,成份,,枇杷叶,,
半夏露糖浆,中成药,成份,,紫菀,,
半夏露糖浆,中成药,适应症,,支气管炎,疾病,
半夏露糖浆,中成药,成份,,薄荷油,,
半夏露颗粒,中成药,药品类型,,处方药,,
半夏露颗粒,中成药,用法用量,,一次7g，一日4次,,
半夏露颗粒,中成药,性状,,味甜、具清凉感,,
半夏露糖浆,中成药,成份,,麻黄,中草药,
半夏露颗粒,中成药,规格,,每袋装14g,,
半夏露颗粒,中成药,功能主治,,支气管炎,疾病,
半夏露颗粒,中成药,成份,,款冬花,中草药,
半夏露颗粒,中成药,适应症,,咳嗽,,
半夏露颗粒,中成药,不良反应,,尚不明确,,
半夏露颗粒,中成药,分类,,息风化痰,,
半夏露颗粒,中成药,性状,,淡黄棕色的颗粒,,
半夏露颗粒,中成药,成份,,枇杷叶,,
半夏露颗粒,中成药,适应症,,支气管炎,疾病,
半夏露颗粒,中成药,功能主治,,止咳化痰,,
半夏露颗粒,中成药,功能主治,,用于咳嗽多痰,,
半夏露颗粒,中成药,成份,,桔梗,中草药,
半夏露颗粒,中成药,成份,,生半夏,,
半夏露颗粒,中成药,成份,,薄荷油,,
半夏露颗粒,中成药,成份,,麻黄,中草药,
华乐沙,西药,不良反应,,恶心,,
华乐沙,西药,适应症,,支气管炎,疾病,
华乐沙,西药,不良反应,,乏力,,
华乐沙,西药,适应症,,肺炎,疾病,
华仁诺同,西药,不良反应,,咳嗽,,
华仁诺同,西药,不良反应,,呼吸困难,,
华仁诺同,西药,不良反应,,哮喘,疾病,
华仁诺同,西药,适应症,,支气管炎,疾病,
华仁诺同,西药,不良反应,,肺炎,疾病,
华仁诺同,西药,适应症,,肺炎,疾病,
华仁诺同,西药,不良反应,,间质性肺炎,,
华仙美,西药,适应症,,呼吸道感染,,
华仙美,西药,不良反应,,嗜酸性粒细胞增多,,
华仙美,西药,适应症,,支气管炎,疾病,
华仙美,西药,不良反应,,白细胞减少,,
华仙美,西药,成份,,盐酸头孢他美酯,,
华仙美,西药,分类,,第三代头孢菌素,,
华仙美,西药,不良反应,,药物热,疾病,
华克,西药,不良反应,,声音嘶哑,,
华克,西药,不良反应,,胸部不适,,
华克,西药,不良反应,,白细胞减少,,
华克平,西药,英文名称,,Cefminox Sodium for Injection,,
华克平,西药,不良反应,,咳嗽,,
华克平,西药,不良反应,,呼吸困难,,
华克平,西药,不良反应,,嗜酸粒细胞增多,,
华克平,西药,不良反应,,喘鸣,,
华克平,西药,成份,,头孢米诺钠,,
华克平,西药,通用名,,注射用头孢米诺钠,西药,
华克平,西药,适应症,,支气管炎,疾病,
华克平,西药,分类,,第二代头孢菌素,,
华克平,西药,不良反应,,肺炎,疾病,
华克平,西药,适应症,,肺炎,疾病,
华克平,西药,不良反应,,间质性肺炎,,
华可必,西药,适应症,,呼吸道感染,,
华可必,西药,适应症,,咳嗽,,
华可必,西药,分类,,止咳祛痰和感冒药,,
华可必,西药,适应症,,支气管炎,疾病,
华可必,西药,不良反应,,过敏,,
华可必,西药,不良反应,,过敏反应,,
华安信,西药,适应症,,呼吸道感染,,
华安信,西药,适应症,,咳嗽,,
华安信,西药,适应症,,肺炎,疾病,
华安信,西药,分类,,止咳祛痰和感冒药,,
华安信,西药,适应症,,哮喘,疾病,
华安信,西药,成份,,氢溴酸右美沙芬,,
华安信,西药,适应症,,支气管炎,疾病,
华山参,中草药,功能主治,,平喘止咳,,
华山参,中草药,功能主治,,用于寒痰喘咳,,
华山参,中草药,功能主治,,温肺祛痰,,
华法林钠片,西药,适应症,,肺栓塞,疾病,
华源锋,西药,分类,,大环内酯类,,
华源锋,西药,成份,,罗红霉素,,
华源锋,西药,适应症,,支气管炎,疾病,
华源锋,西药,通用名,,罗红霉素胶囊,西药,
华源锋,西药,适应症,,肺炎,疾病,
华素,西药,分类,,抗菌剂,,
华素,西药,成份,,西地碘,,
华素,西药,英文名称,,Cydiodine Buccal Tablets,,
华舒,西药,成份,,克林霉素磷酸酯,,
华舒,西药,不良反应,,休克,疾病,
华舒,西药,不良反应,,嗜酸性粒细胞增多,,
华舒,西药,不良反应,,呼吸困难,,
华舒,西药,不良反应,,白细胞减少,,
华舒,西药,不良反应,,粒细胞减少,,
华舒,西药,不良反应,,胸闷,,
华舒,西药,不良反应,,皮疹,疾病,
华舒,西药,不良反应,,血管性水肿,疾病,
华舒,西药,不良反应,,过敏性休克,疾病,
华芬,西药,适应症,,呼吸道感染,,
华芬,西药,适应症,,咳嗽,,
华芬,西药,适应症,,支气管炎,疾病,
华芬,西药,成份,,氢溴酸右美沙芬15毫克,,
华芬,西药,成份,,愈创木酚甘油醚100毫克,,
华芬,西药,分类,,祛痰药,,
华芬,西药,成份,,氢溴酸右美沙芬,,
华蟾素注射液,西药,不良反应,,静脉炎,疾病,
华裕,西药,不良反应,,粒细胞缺乏,,
华适,西药,不良反应,,白细胞减少,,
华适,西药,不良反应,,白细胞减少症,,
华适,西药,不良反应,,红斑疹,,
华适,西药,不良反应,,红斑,,
华阳再欣,西药,分类,,其它抗生素,,
华阳再欣,西药,不良反应,,嗜酸性粒细胞增多,,
华阳再欣,西药,适应症,,支气管炎,疾病,
华阳再欣,西药,不良反应,,过敏反应,,
华阳再欣,西药,不良反应,,粒细胞减少,,
华阳再欣,西药,适应症,,肺炎,疾病,
华阳再欣,西药,不良反应,,过敏,,
协诺信,西药,不良反应,,发热,,
协诺信,西药,英文名称,,Cefuroxime Axetil Dispersible Tablets,,
协诺信,西药,适应症,,呼吸道感染,,
协诺信,西药,不良反应,,嗜酸性粒细胞增多,,
协诺信,西药,成份,,头孢呋辛酯,,
协诺信,西药,适应症,,支气管炎,疾病,
协诺信,西药,不良反应,,白细胞减少,,
协诺信,西药,不良反应,,粒细胞缺乏症,,
协诺信,西药,不良反应,,粒细胞缺乏,,
协诺信,西药,适应症,,肺炎,疾病,
协诺信,西药,不良反应,,过敏反应,,
协诺信,西药,不良反应,,血管性水肿,疾病,
卓乐定,西药,不良反应,,发烧,,
卓乐定,西药,不良反应,,呼吸不畅,,
卓乐定,西药,不良反应,,口面部水肿,,
卓乐定,西药,不良反应,,呼吸困难,,
卓乐定,西药,不良反应,,嗜曙红细胞增多,,
卓乐定,西药,不良反应,,喉痉挛,,
卓乐定,西药,不良反应,,肺炎,疾病,
卓乐定,西药,不良反应,,荨麻疹,疾病,
卓乐定,西药,不良反应,,血管性水肿,疾病,
卓力,西药,英文名称,,Clindamycin Hydrochloride for Injection,,
卓利菲尔,西药,分类,,青霉素类,,
卓利菲尔,西药,不良反应,,过敏性休克,疾病,
卓利菲尔,西药,适应症,,铜绿假单胞菌,,
卓力,西药,分类,,其它抗生素,,
卓力,西药,适应症,,支气管炎,疾病,
卓力,西药,不良反应,,粒细胞减少,,
卓力,西药,适应症,,肺炎,疾病,
卓力,西药,不良反应,,嗜酸性粒细胞增多,,
卓力,西药,不良反应,,皮疹,疾病,
卓力,西药,不良反应,,过敏性休克,疾病,
卓坦,西药,不良反应,,休克,疾病,
卓坦,西药,不良反应,,过敏性休克,疾病,
卓夫,西药,不良反应,,皮疹,疾病,
卓宁,西药,不良反应,,胸闷,,
卓悦,西药,分类,,喹诺酮类,,
卓莱,西药,不良反应,,呼吸道感染,,
卓莱,西药,不良反应,,咳嗽,,
卓莱,西药,不良反应,,呼吸困难,,
卓莱,西药,不良反应,,胸腔积液,疾病,
卓莱,西药,不良反应,,胸痛,疾病,
卓青,西药,分类,,氨基糖苷类,,
卓青,西药,不良反应,,皮疹,疾病,
单侧肺气肿,疾病,病因,,先天性肺叶气肿,,
单侧肺气肿,疾病,症状,,发绀,,
单侧肺气肿,疾病,症状,,呼吸困难,,
单侧肺气肿,疾病,ICD10,,J43.0,,
单侧肺气肿,疾病,英文名称,,unilateral emphysema,,
单侧肺气肿,疾病,病因,,先天性肺组织及肺循环发育异常,,
单侧肺气肿,疾病,症状,,吸气和呼气性哮鸣音,,
单侧肺气肿,疾病,症状,,呼吸窘迫,,
单侧肺气肿,疾病,症状,,咳嗽,,
单侧肺气肿,疾病,症状,,咳痰,,
单侧肺气肿,疾病,就诊科室,,外科,,
单侧肺气肿,疾病,发病部位,,肺,,
单侧肺气肿,疾病,症状,,心动过速,,
单侧肺气肿,疾病,症状,,发绀等,,
单侧肺气肿,疾病,上位关系,,肺气肿,疾病,
单侧肺气肿,疾病,检查,,放射学检查,,
单侧肺气肿,疾病,检查,,支气管镜检查,,
单侧肺气肿,疾病,症状,,进行性呼吸困难,,
单侧肺气肿,疾病,检查,,肺功能检查,,
单侧肺气肿,疾病,病因,,特异性肺气肿（Swyer—James综合征）,,
单克,西药,不良反应,,过敏反应,,
单硝酸异山梨酯氯化钠注射液,西药,不良反应,,气短,,
单纯性肺嗜酸粒细胞浸润症,疾病,就诊科室,,呼吸内科,,
单纯性肺嗜酸粒细胞浸润症,疾病,同义词,,吕弗琉综合征,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,咳嗽,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,干咳,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,微热,,
单纯性肺嗜酸粒细胞浸润症,疾病,病因,,寄生虫感染,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,疲倦,,
单纯性肺嗜酸粒细胞浸润症,疾病,发病部位,,肺,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,哮喘,疾病,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,感染,疾病,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,疲倦及轻微干咳等,,
单纯性肺嗜酸粒细胞浸润症,疾病,症状,,高热,,
单纯性肺嗜酸粒细胞浸润症,疾病,病因,,药物反应,,
单纯疱疹病毒肺炎,疾病,就诊科室,,呼吸内科,,
单纯疱疹病毒肺炎,疾病,多发群体,,免疫受损患者,,
单纯疱疹病毒肺炎,疾病,症状,,呼吸功能不全等,,
单纯疱疹病毒肺炎,疾病,症状,,咳嗽,,
单纯疱疹病毒肺炎,疾病,病因,,单纯疱疹病毒（HSV）感染,,
