head,head_type,relation,tail,tail_type,source
七价肺炎球菌结合疫苗,西药,成份,crm197载体蛋白结合后吸附于磷酸铝佐剂（0.5mg）,药物,medical_kg
七价肺炎球菌结合疫苗,西药,药品分类,乙类otc,其他治疗,medical_kg
七价肺炎球菌结合疫苗,西药,适应症,呼吸道感染,疾病,medical_kg
七价肺炎球菌结合疫苗,西药,分类,疫苗/抗血清/免疫制剂,其他治疗,medical_kg
七价肺炎球菌结合疫苗,西药,成份,氯化钠,药物,medical_kg
七价肺炎球菌结合疫苗,西药,成份,注射用水,药物,medical_kg
七价肺炎球菌结合疫苗,西药,适应症,年龄,疾病,medical_kg
七价肺炎球菌结合疫苗,西药,商品名,沛儿,西药,medical_kg
七价肺炎球菌结合疫苗,西药,不良反应,支气管痉挛,症状,medical_kg
七价肺炎球菌结合疫苗,西药,适应症,感染,疾病,medical_kg
七价肺炎球菌结合疫苗,西药,不良反应,血管神经性水肿,症状,medical_kg
七价肺炎球菌结合疫苗,西药,适应症,肺炎,疾病,medical_kg
七叶苷水解试验,诊疗技术及设备,相关疾病,肺炎链球菌性肺炎,疾病,medical_kg
七味沙参汤散,中成药,适应症,中医清肺,疾病,medical_kg
七味沙参汤散,中成药,适应症,急慢性支气管炎,疾病,medical_kg
七味沙参汤散,中成药,适应症,用于肺热性咳嗽,疾病,medical_kg
七味沙参汤散,中成药,适应症,用于肺热咳嗽,疾病,medical_kg
七味沙参汤散,中成药,适应症,慢性支气管炎,疾病,medical_kg
七味沙参汤散,中成药,适应症,气喘,疾病,medical_kg
七氟烷,西药,英文名称,sevofrane（sevoflurane）,药物,medical_kg
七氟烷,西药,不良反应,哮喘,疾病,medical_kg
七氟烷,西药,不良反应,发绀,症状,medical_kg
七氟烷,西药,不良反应,心动过速,症状,medical_kg
七氟烷,西药,不良反应,心动过缓,症状,medical_kg
七氟烷,西药,不良反应,心律不齐,症状,medical_kg
七氟烷,西药,不良反应,支气管哮喘样发作,症状,medical_kg
七氟烷,西药,不良反应,荨麻疹,疾病,medical_kg
七氟烷,西药,不良反应,过度呼吸,症状,medical_kg
七氟烷,西药,不良反应,血压下降,症状,medical_kg
七氟烷,西药,不良反应,过度换气,症状,medical_kg
七氟烷,西药,不良反应,过敏症,症状,medical_kg
七氟烷,西药,不良反应,过敏,症状,medical_kg
七氟烷,西药,不良反应,高热,症状,medical_kg
万他维,西药,英文名称,iloprostsolutionforinhalation,药物,medical_kg
万他维,西药,不良反应,咳嗽,症状,medical_kg
万他维,西药,成份,吸入用伊洛前列素溶液,西药,medical_kg
万他维,西药,不良反应,咳嗽加重,症状,medical_kg
万仪,西药,不良反应,嗜酸性细胞增多症,症状,medical_kg
万仪,西药,不良反应,嗜酸性细胞增多,症状,medical_kg
万仪,西药,不良反应,白细胞减少,症状,medical_kg
万仪,西药,不良反应,白细胞减少症,症状,medical_kg
万仪,西药,不良反应,血管神经性水肿,症状,medical_kg
万佶,西药,适应症,呼吸道感染,疾病,medical_kg
万佶,西药,分类,大环内酯类,其他治疗,medical_kg
万佶,西药,成份,乙酰吉他霉素,药物,medical_kg
万佶,西药,适应症,肺炎,疾病,medical_kg
万信,西药,不良反应,过敏性休克,疾病,medical_kg
万信,西药,不良反应,过敏性皮疹,症状,medical_kg
万可松,西药,不良反应,支气管痉挛,症状,medical_kg
万可松,西药,英文名称,vecuronium bromide for injection,药物,medical_kg
万可松,西药,不良反应,心动过速,症状,medical_kg
万可松,西药,成份,注射用维库溴铵,西药,medical_kg
万可松,西药,不良反应,无力,症状,medical_kg
万可松,西药,不良反应,休克,疾病,medical_kg
万可松,西药,不良反应,缺氧,症状,medical_kg
万可松,西药,不良反应,荨麻疹,疾病,medical_kg
万可松,西药,不良反应,类过敏反应,症状,medical_kg
万可松,西药,不良反应,过敏,症状,medical_kg
万可松,西药,不良反应,肌无力,症状,medical_kg
万可松,西药,不良反应,麻痹,症状,medical_kg
万可松,西药,不良反应,血管神经性水肿,症状,medical_kg
万可松,西药,不良反应,过敏反应,症状,medical_kg
万复洛,西药,不良反应,乏力,症状,medical_kg
万复洛,西药,不良反应,咳嗽,症状,medical_kg
万复洛,西药,不良反应,体重减轻,症状,medical_kg
万复洛,西药,不良反应,发热,症状,medical_kg
万复洛,西药,不良反应,厌食,症状,medical_kg
万复洛,西药,不良反应,呕吐,症状,medical_kg
万复洛,西药,不良反应,头昏,症状,medical_kg
万复洛,西药,不良反应,味觉改变,症状,medical_kg
万复洛,西药,不良反应,头痛,症状,medical_kg
万复洛,西药,药品监管分级,国家基本用药； 注射剂为国家医保药物,其他治疗,medical_kg
万复洛,西药,不良反应,干燥,症状,medical_kg
万复洛,西药,不良反应,恶心,症状,medical_kg
万复洛,西药,不良反应,感觉异常,症状,medical_kg
万复洛,西药,不良反应,寒战,症状,medical_kg
万复洛,西药,适应症,感染,疾病,medical_kg
万复洛,西药,不良反应,心律失常,疾病,medical_kg
万复洛,西药,不良反应,肌痛,症状,medical_kg
万复洛,西药,不良反应,白细胞减少,症状,medical_kg
万复洛,西药,不良反应,腹泻,疾病,medical_kg
万复洛,西药,成份,重组人干扰素α2a,药物,medical_kg
万复洛,西药,不良反应,瘙痒症,疾病,medical_kg
万复洛,西药,不良反应,食欲减退,症状,medical_kg
万复洛,西药,不良反应,胸痛,疾病,medical_kg
万夫洛,西药,适应症,呼吸道感染,疾病,medical_kg
万夫洛,西药,适应症,支气管炎,疾病,medical_kg
万夫洛,西药,分类,氟喹诺酮类/氟喹诺酮,其他治疗,medical_kg
万夫洛,西药,不良反应,白细胞降低,症状,medical_kg
万夫洛,西药,适应症,肺炎,疾病,medical_kg
万夫洛,西药,不良反应,皮肤瘙痒,症状,medical_kg
万夫洛,西药,不良反应,血管神经性水肿,症状,medical_kg
万悦,西药,英文名称,gatifloxacin for injection,药物,medical_kg
万悦,西药,成份,加替沙星,药物,medical_kg
万悦,西药,不良反应,味觉丧失,症状,medical_kg
万悦,西药,不良反应,哮喘,疾病,medical_kg
万悦,西药,分类,喹诺酮类,其他治疗,medical_kg
万悦,西药,不良反应,呼吸困难,症状,medical_kg
万悦,西药,适应症,支气管炎,疾病,medical_kg
万悦,西药,不良反应,斑丘疹,症状,medical_kg
万悦,西药,不良反应,支气管痉挛,症状,medical_kg
万悦,西药,成份,注射用加替沙星,西药,medical_kg
万悦,西药,不良反应,皮疹,疾病,medical_kg
万悦,西药,适应症,肺炎,疾病,medical_kg
万悦,西药,不良反应,粒细胞减少,症状,medical_kg
万悦,西药,不良反应,紫绀,症状,medical_kg
万悦,西药,不良反应,过度通气,症状,medical_kg
万悦,西药,不良反应,胸痛,疾病,medical_kg
万悦,西药,不良反应,胸骨下胸痛,症状,medical_kg
万托林,西药,不良反应,低钾,症状,medical_kg
万托林,西药,英文名称,salbutamol sulphate aerosol,药物,medical_kg
万托林,西药,不良反应,低钾血症,疾病,medical_kg
万托林,西药,英文名称,salbutamol sulfate solution for inhalation,药物,medical_kg
万托林,西药,不良反应,兴奋,症状,medical_kg
万托林,西药,不良反应,刺激,症状,medical_kg
万托林,西药,不良反应,低血压,疾病,medical_kg
万托林,西药,成份,吸入用硫酸沙丁胺醇溶液,西药,medical_kg
万托林,西药,分类,平喘药及慢阻肺用药,其他治疗,medical_kg
万托林,西药,不良反应,亢进,症状,medical_kg
万托林,西药,不良反应,喘鸣,症状,medical_kg
万托林,西药,适应症,哮喘,疾病,medical_kg
万托林,西药,药品监管分级,医保药品,其他治疗,medical_kg
万托林,西药,不良反应,头痛,症状,medical_kg
万托林,西药,适应症,支气管痉挛,疾病,medical_kg
万托林,西药,不良反应,室上性心动过速,症状,medical_kg
万托林,西药,不良反应,房颤,疾病,medical_kg
万托林,西药,不良反应,心悸,症状,medical_kg
万托林,西药,不良反应,心动过速,症状,medical_kg
万托林,西药,不良反应,心律失常,疾病,medical_kg
万托林,西药,不良反应,多动,症状,medical_kg
万托林,西药,不良反应,排尿困难,症状,medical_kg
万托林,西药,不良反应,支气管痉挛,症状,medical_kg
万托林,西药,药品监管分级,外用药品,其他治疗,medical_kg
万托林,西药,不良反应,早搏,疾病,medical_kg
万托林,西药,不良反应,心肌缺血,疾病,medical_kg
万托林,西药,药品监管分级,外用药物,其他治疗,medical_kg
万托林,西药,成份,沙丁胺醇,药物,medical_kg
万托林,西药,不良反应,激动,症状,medical_kg
万托林,西药,药品分类,甲类otc,其他治疗,medical_kg
万托林,西药,成份,硫酸沙丁胺醇气雾剂,西药,medical_kg
万托林,西药,不良反应,水肿,疾病,medical_kg
万托林,西药,不良反应,胃肠道反应,症状,medical_kg
万托林,西药,成份,硫酸沙丁胺醇吸入气雾剂,西药,medical_kg
万托林,西药,不良反应,痉挛,症状,medical_kg
万托林,西药,不良反应,神经性水肿,症状,medical_kg
万托林,西药,不良反应,过敏,症状,medical_kg
万托林,西药,不良反应,紧张,症状,medical_kg
万托林,西药,不良反应,虚脱,疾病,medical_kg
万托林,西药,不良反应,血管神经性水肿,症状,medical_kg
万托林,西药,不良反应,血管扩张,症状,medical_kg
万托林,西药,不良反应,荨麻疹,疾病,medical_kg
万托林,西药,不良反应,过敏反应,症状,medical_kg
万敏新,西药,英文名称,cefaclor dispersible tablets,药物,medical_kg
万托林,西药,不良反应,血管舒张,症状,medical_kg
万托林,西药,不良反应,震颤,症状,medical_kg
万托林,西药,不良反应,肌肉痉挛,疾病,medical_kg
万托林,西药,不良反应,酸中毒,症状,medical_kg
万敏新,西药,适应症,呼吸道感染,疾病,medical_kg
万托林,西药,药品监管分级,麻醉用药,其他治疗,medical_kg
万敏新,西药,适应症,支气管炎,疾病,medical_kg
万敏新,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
万敏新,西药,成份,头孢克洛,药物,medical_kg
万敏新,西药,分类,第二代头孢菌素,其他治疗,medical_kg
万敏新,西药,适应症,肺炎,疾病,medical_kg
万普定,西药,不良反应,胸闷,症状,medical_kg
万汶,西药,不良反应,支气管痉挛,症状,medical_kg
万汶,西药,不良反应,肺水肿,疾病,medical_kg
万祥,西药,不良反应,呼吸浅,症状,medical_kg
万祥,西药,不良反应,气短,症状,medical_kg
万祥,西药,适应症,肺水肿,疾病,medical_kg
万祥,西药,不良反应,皮疹,疾病,medical_kg
万祺,西药,不良反应,皮疹,疾病,medical_kg
万络,西药,不良反应,支气管痉挛,症状,medical_kg
万络,西药,不良反应,肺水肿,疾病,medical_kg
万联福宁,西药,分类,抗结核病药,其他治疗,medical_kg
万联福宁,西药,成份,布地奈德,药物,medical_kg
万艾可,西药,不良反应,呼吸困难,症状,medical_kg
万苏平,西药,不良反应,丘疹,症状,medical_kg
万苏平,西药,不良反应,白细胞减少,症状,medical_kg
万苏平,西药,不良反应,粒细胞缺乏,症状,medical_kg
万苏平,西药,不良反应,斑丘疹,症状,medical_kg
万苏平,西药,不良反应,荨麻疹,疾病,medical_kg
万苏平,西药,不良反应,荨麻疹样,症状,medical_kg
万苏平,西药,不良反应,过敏,症状,medical_kg
万赛维,西药,不良反应,全血细胞减少,症状,medical_kg
万赛维,西药,不良反应,发热,症状,medical_kg
万赛维,西药,不良反应,嗜酸性粒细胞增多,症状,medical_kg
万赛维,西药,不良反应,光敏反应,症状,medical_kg
万赛维,西药,不良反应,口腔念珠菌感染,症状,medical_kg
万赛维,西药,不良反应,发热（26%）,症状,medical_kg
万赛维,西药,不良反应,寒战,症状,medical_kg
万赛维,西药,不良反应,恶心（25%）,症状,medical_kg
万赛维,西药,不良反应,恶心（23%）,症状,medical_kg
万赛维,西药,不良反应,感染,疾病,medical_kg
万赛维,西药,不良反应,白细胞减少,症状,medical_kg
万赛维,西药,不良反应,粒细胞减少,症状,medical_kg
万赛维,西药,不良反应,过敏,症状,medical_kg
万赛维,西药,不良反应,过敏反应,症状,medical_kg
万辅,西药,分类,喹诺酮类,其他治疗,medical_kg
万辅,西药,适应症,呼吸道感染,疾病,medical_kg
万赛维,西药,不良反应,黄疸,疾病,medical_kg
万辅,西药,不良反应,皮疹,疾病,medical_kg
万辅,西药,不良反应,白细胞减低,症状,medical_kg
万迅,西药,不良反应,呼吸困难,症状,medical_kg
万迅,西药,不良反应,类过敏反应,症状,medical_kg
万迅,西药,分类,糖肽类抗菌药,其他治疗,medical_kg
万迅,西药,适应症,肺炎,疾病,medical_kg
万迅,西药,不良反应,喘鸣,症状,medical_kg
万迅,西药,不良反应,白细胞降低,症状,medical_kg
万迅,西药,成份,注射用盐酸去甲万古霉素,西药,medical_kg
万迅,西药,成份,盐酸去甲万古霉素,药物,medical_kg
万适宁,西药,适应症,呼吸道感染,疾病,medical_kg
万适宁,西药,适应症,支气管炎,疾病,medical_kg
万通,中成药,适应症,肺炎,疾病,medical_kg
三七,中草药,适应症,咯血,疾病,medical_kg
三七粉,中成药,适应症,咯血,疾病,medical_kg
三七血伤宁胶囊,中成药,适应症,咯血,疾病,medical_kg
三九君必沙,西药,分类,大环内酯类,其他治疗,medical_kg
三九君必沙,西药,成份,琥乙红霉素（红霉素的琥珀酸乙酯）,药物,medical_kg
三九君必沙,西药,成份,琥乙红霉素,药物,medical_kg
三代显,西药,不良反应,喉头水肿,症状,medical_kg
三代显,西药,不良反应,呼吸减慢,症状,medical_kg
三代显,西药,不良反应,支气管痉挛,症状,medical_kg
三代显,西药,不良反应,呼吸抑制,症状,medical_kg
三代显,西药,不良反应,呼吸困难,症状,medical_kg
三代显,西药,不良反应,肺水肿,疾病,medical_kg
三代显,西药,不良反应,血管水肿,症状,medical_kg
三倍可利,西药,不良反应,严重甚至呼吸困难,症状,medical_kg
三倍可利,西药,适应症,呼吸道感染,疾病,medical_kg
三代显,西药,不良反应,过敏性休克,疾病,medical_kg
三倍可利,西药,不良反应,呼吸困难,症状,medical_kg
三倍可利,西药,不良反应,胸闷,症状,medical_kg
三倍可利,西药,不良反应,过敏性休克,疾病,medical_kg
三协唯,西药,不良反应,呼吸困难,症状,medical_kg
三号蛇胆川贝片,中成药,用法用量,口服，一次3～4片，一日2～3次,其他治疗,medical_kg
三号蛇胆川贝片,中成药,适应症,久咳痰多,疾病,medical_kg
三号蛇胆川贝片,中成药,适应症,咯吐不利,疾病,medical_kg
三号蛇胆川贝片,中成药,适应症,肺失宣降所致的咳嗽咯痰,疾病,medical_kg
三号蛇胆川贝片,中成药,适应症,用于邪热蕴肺或痰热郁肺,疾病,medical_kg
三号蛇胆川贝片,中成药,适应症,祛痰,疾病,medical_kg
三号蛇胆川贝片,中成药,适应症,止咳,疾病,medical_kg
三味止咳片,中成药,用法用量,口服，一次3片，一日3次,其他治疗,medical_kg
三味止咳片,中成药,成份,处方药,药物,medical_kg
三味止咳片,中成药,成份,每片重0.45g,药物,medical_kg
三味止咳片,中成药,适应症,平喘,疾病,medical_kg
三味止咳片,中成药,成份,薄膜衣片，除去包衣显棕褐色至棕黑色,药物,medical_kg
三味止咳片,中成药,适应症,镇咳,疾病,medical_kg
三味止咳片,中成药,适应症,用于慢性支气管炎,疾病,medical_kg
三味止咳片,中成药,适应症,祛痰,疾病,medical_kg
三子养亲汤,中成药,分类,祛痰剂—温化寒痰剂,其他治疗,medical_kg
三子养亲汤,中成药,适应症,咳嗽喘逆,疾病,medical_kg
三子养亲汤,中成药,适应症,温肺化痰,疾病,medical_kg
三子止咳膏,中成药,用法用量,口服，一次10克，一日3次,其他治疗,medical_kg
三子止咳膏,中成药,适应症,化痰止咳,疾病,medical_kg
三子止咳胶囊,西药,适应症,咳嗽,疾病,medical_kg
三子止咳胶囊,西药,适应症,支气管炎,疾病,medical_kg
三子止咳胶囊,西药,成份,白芥子（炒）,药物,medical_kg
三子止咳胶囊,西药,成份,紫苏子（炒）,药物,medical_kg
三子止咳膏,中成药,成份,每瓶装200克，每克膏相当于总药量1克,药物,medical_kg
三子止咳膏,中成药,适应症,咯痰,疾病,medical_kg
三子止咳膏,中成药,适应症,用于痰湿咳嗽,疾病,medical_kg
三尖杉,中草药,适应症,肺癌,疾病,medical_kg
三尖杉酯碱注射液,西药,不良反应,胸闷,症状,medical_kg
三尖杉酯碱注射液,西药,贮藏,遮光，密闭保存,其他治疗,medical_kg
三拗片,中成药,适应症,支气管炎,疾病,medical_kg
